dt_name,Officer_Count
11-AgegeINJ-T3-Tabon Tabon-TUNJI IDOWU POLE 1,1
11-AgegeINJ-T3-Tabon Tabon-YOMI OYENUGU STR POLE 1,1
11-AgegeINJ-T3-Tabon Tabon-YOMI OYENUGU STR POLE 2,1
11-AgegeINJ-T3-Tabon Tabon-YOMI OYENUGU STR POLE 3,1
11-Ago OkotaINJ-T1-Amuwo Ind.-AMUWO INDUSTRIAL 1,2
11-Ago OkotaINJ-T1-Amuwo Ind.-AMUWO RESIDENTIAL 2,1
11-Ago OkotaINJ-T1-Amuwo Ind.-BLESSING ESTATE,1
11-Ago OkotaINJ-T1-Amuwo Ind.-CASTLAT,1
11-Ago OkotaINJ-T1-Amuwo Ind.-DIVINE ESTATE 1,1
11-Ago OkotaINJ-T1-Amuwo Ind.-DIVINE ESTATE 2,1
11-Ago OkotaINJ-T1-Amuwo Ind.-DIVINE ESTATE 3,1
11-Ago OkotaINJ-T1-Amuwo Ind.-DIVINE ESTATE 4,1
11-Ago OkotaINJ-T1-Amuwo Ind.-LATEEF ADEGBOYEGA 4,1
11-Ago OkotaINJ-T1-Amuwo Ind.-MILITARY ESTATE,1
11-Ago OkotaINJ-T1-Amuwo Ind.-NEW PRAYER ESTATE,1
11-Ago OkotaINJ-T1-Amuwo Ind.-ONITIRE,1
11-Ago OkotaINJ-T1-Amuwo Ind.-PEACE ESTATE (ONITIRE 2),1
11-Ago OkotaINJ-T1-Amuwo Ind.-SAMUEL EKUNOLA 2,1
11-Ago OkotaINJ-T1-Amuwo Ind.-UDOKA,1
11-Ago OkotaINJ-T1-Fasheun-AGBABIAKA,1
11-Ago OkotaINJ-T1-Fasheun-AKIN JOAQUIM,2
11-Ago OkotaINJ-T1-Fasheun-BABA EWE,1
11-Ago OkotaINJ-T1-Fasheun-CHARLES NDUMETU,1
11-Ago OkotaINJ-T1-Fasheun-CHIMA,1
11-Ago OkotaINJ-T1-Fasheun-FELLY AKURUWA COMMUNITY,1
11-Ago OkotaINJ-T1-Fasheun-IDOWU RUFAI,1
11-Ago OkotaINJ-T1-Fasheun-IDOWU RUFAI 2,1
11-Ago OkotaINJ-T1-Fasheun-LIBERTY,1
11-Ago OkotaINJ-T1-Fasheun-LIBERTY 2,1
11-Ago OkotaINJ-T1-Fasheun-NEBO NNAMDI KINGSLEY,1
11-Ago OkotaINJ-T1-Fasheun-OFFORKAIRE 2,1
11-Ago OkotaINJ-T1-Fasheun-OHAFIA,1
11-Ago OkotaINJ-T1-Fasheun-OKE AGO,1
11-Ago OkotaINJ-T1-Fasheun-OKEBANJO,1
11-Ago OkotaINJ-T1-Fasheun-OKEBANJO PEACE ESTATE,1
11-Ago OkotaINJ-T1-Fasheun-ONYEBUCHI,1
11-Ago OkotaINJ-T1-Fasheun-OYINDAMOLA,1
11-Ago OkotaINJ-T1-Fasheun-PRINCE JOSEPH ADEBAJO,1
11-Ago OkotaINJ-T1-Fasheun-RABIATU AGHEDO,1
11-Ago OkotaINJ-T1-Fasheun-RAMONI AREGBE,1
11-Ago OkotaINJ-T1-Fasheun-Reuben Chiaha,1
11-Ago OkotaINJ-T1-Fasheun-SAMUEL EKUNOLA 1,1
11-Ago OkotaINJ-T1-Fasheun-SHOLAPE OWORU,1
11-Ago OkotaINJ-T1-Fasheun-SUNDAY AGHEDO,1
11-Ago OkotaINJ-T1-Fasheun-Zenith Quarters,1
11-Ago OkotaINJ-T2-Lake View-AKANU OHAFIA,1
11-Ago OkotaINJ-T2-Lake View-BISH PEACE AVENUE,1
11-Ago OkotaINJ-T2-Lake View-DE-FIRE,1
11-Ago OkotaINJ-T2-Lake View-DEBO OMONIJO,1
11-Ago OkotaINJ-T2-Lake View-Isreal Chukwu,1
11-Ago OkotaINJ-T2-Lake View-LAKE VIEW ICAN,1
11-Ago OkotaINJ-T2-Lake View-LAKEVIEW 3,1
11-Ago OkotaINJ-T2-Lake View-LAKEVIEW 800KVA,1
11-Ago OkotaINJ-T2-Lake View-LAKEVIEW COURT 1,1
11-Ago OkotaINJ-T2-Lake View-LOBE OKPALA,1
11-Ago OkotaINJ-T2-Lake View-LUCKY FREEMAN,1
11-Ago OkotaINJ-T2-Lake View-MARTIN SALIU,1
11-Ago OkotaINJ-T2-Lake View-OHOFIA,1
11-Ago OkotaINJ-T2-Lake View-SHEU,1
11-Ago OkotaINJ-T2-Lake View-STARTIMES,1
11-Ago OkotaINJ-T2-Lake View-SUNDAY OKEKE,1
11-Ago OkotaINJ-T2-Lake View-SURE GRACE,1
11-Ago OkotaINJ-T2-Lake View-TONY DIM,1
11-Ago OkotaINJ-T2-Lake View-TRINITY 2,1
11-Ago OkotaINJ-T2-Lake View-UJU UKPAKA,1
11-Ago OkotaINJ-T2-Lake View-WATERSIDE 1,1
11-Ago OkotaINJ-T2-Lake View-WATERSIDE 2,1
11-Ago OkotaINJ-T2-Oke Ogbere-ALOR,1
11-Ago OkotaINJ-T2-Oke Ogbere-BABALOLA 1,1
11-Ago OkotaINJ-T2-Oke Ogbere-BABALOLA 2,1
11-Ago OkotaINJ-T2-Oke Ogbere-CHINEDU MICHAEL,1
11-Ago OkotaINJ-T2-Oke Ogbere-DE-FIRE,1
11-Ago OkotaINJ-T2-Oke Ogbere-FATAI LAWAL,1
11-Ago OkotaINJ-T2-Oke Ogbere-FREEDOM ESTATE,1
11-Ago OkotaINJ-T2-Oke Ogbere-Hope Estate,1
11-Ago OkotaINJ-T2-Oke Ogbere-MARTIN SALIU,1
11-Ago OkotaINJ-T2-Oke Ogbere-MONDAY IMOH,1
11-Ago OkotaINJ-T2-Oke Ogbere-MOSES ONWUGHALU,1
11-Ago OkotaINJ-T2-Oke Ogbere-OFFORKAIRE 1,1
11-Ago OkotaINJ-T2-Oke Ogbere-OKEGBERE,1
11-Ago OkotaINJ-T2-Oke Ogbere-OLANREWAJU,1
11-Ago OkotaINJ-T2-Oke Ogbere-OLOPE,1
11-Ago OkotaINJ-T2-Oke Ogbere-OLUMAJOFODUN,1
11-Ago OkotaINJ-T2-Oke Ogbere-OMOVIE,1
11-Ago OkotaINJ-T2-Oke Ogbere-SAM CAROL,1
11-Ago OkotaINJ-T2-Oke Ogbere-Sure Grace,1
11-Ago OkotaINJ-T2-Oke Ogbere-TRINITY,1
11-Ago OkotaINJ-T2-Oke Ogbere-TRINITY 2,1
11-Agodo EgbeINJ-T1-Abanishe-1034 & 1035 AGUNLERI,1
11-Agodo EgbeINJ-T1-Abanishe-1038 & 1039 COMMUNITY STR (122 &123),1
11-Agodo EgbeINJ-T1-Abanishe-151 & 152 Odeyale STR,1
11-Agodo EgbeINJ-T1-Abanishe-155 & 156 Odeyale STR,1
11-Agodo EgbeINJ-T1-Abanishe-207 & 208 AMUSA ST,1
11-Agodo EgbeINJ-T1-Abanishe-215 & 216 OYESILE ST,1
"11-Agodo EgbeINJ-T1-Abanishe-26, FEMI DARAMOLA STREET (POLE 504 & 505)",1
11-Agodo EgbeINJ-T1-Abanishe-344 & 345 AJISEGIRI STREET,1
11-Agodo EgbeINJ-T1-Abanishe-347 & 348 AJISEGIRI STREET,1
11-Agodo EgbeINJ-T1-Abanishe-372 & 373 JAMIU RAJI STREET,1
11-Agodo EgbeINJ-T1-Abanishe-38 & 39 JEBUTU STREET,1
"11-Agodo EgbeINJ-T1-Abanishe-457 & 458, ADEMOLA SEHINDEMI",1
11-Agodo EgbeINJ-T1-Abanishe-460 & 461 Ademola Sehindemi STR,1
11-Agodo EgbeINJ-T1-Abanishe-468 & 469 ODUBUNMI STR,1
11-Agodo EgbeINJ-T1-Abanishe-493 & 494 ADIJATU ADISA,1
11-Agodo EgbeINJ-T1-Abanishe-73 & 74 OGBEWI STREET,1
11-Agodo EgbeINJ-T1-Abanishe-91 & 92 SEBILI KAZEEM ST,1
11-Agodo EgbeINJ-T1-Abanishe-AGUNLERI,1
11-Agodo EgbeINJ-T1-Abanishe-AJAYI BANKOLE,1
11-Agodo EgbeINJ-T1-Abanishe-AJISEGIRI,1
11-Agodo EgbeINJ-T1-Abanishe-AKANDE AINA,1
11-Agodo EgbeINJ-T1-Abanishe-COMMUNITY,1
11-Agodo EgbeINJ-T1-Abanishe-DOLAMU,1
11-Agodo EgbeINJ-T1-Abanishe-EGBE 2,1
11-Agodo EgbeINJ-T1-Abanishe-JAMES OMOTOSHO,1
11-Agodo EgbeINJ-T1-Abanishe-NIYI,1
11-Agodo EgbeINJ-T1-Abanishe-OGBEWI,1
11-Agodo EgbeINJ-T1-Abanishe-OGUNJOLE,1
11-Agodo EgbeINJ-T1-Abanishe-WISDOM,1
11-Agodo EgbeINJ-T1-Kudaki-116 & 117 OLUSHOLA ST,1
11-Agodo EgbeINJ-T1-Kudaki-24 & 25 CELE,1
11-Agodo EgbeINJ-T1-Kudaki-6 & 7 AMUDALATU ST,1
11-Agodo EgbeINJ-T1-Kudaki-7 & 8 AMUDALATU STREET,1
11-Agodo EgbeINJ-T1-Kudaki-766 & 767 JITE OGOMIGO ST,1
11-Agodo EgbeINJ-T1-Kudaki-ADELAKUN,1
11-Agodo EgbeINJ-T1-Kudaki-ADEYINKA,2
11-Agodo EgbeINJ-T1-Kudaki-AFILAKA,1
11-Agodo EgbeINJ-T1-Kudaki-AKEJA,1
11-Agodo EgbeINJ-T1-Kudaki-AKIN OBI,2
11-Agodo EgbeINJ-T1-Kudaki-AKINOLA,1
11-Agodo EgbeINJ-T1-Kudaki-AMUDALATU,1
11-Agodo EgbeINJ-T1-Kudaki-ANUOLUWAPO,1
11-Agodo EgbeINJ-T1-Kudaki-BOLA FAWALE,1
11-Agodo EgbeINJ-T1-Kudaki-BOLA TAIWO,1
11-Agodo EgbeINJ-T1-Kudaki-KUDAKI,1
11-Agodo EgbeINJ-T1-Kudaki-MOGAJI (POLE 698 & 699),1
11-Agodo EgbeINJ-T1-Kudaki-OLASHEU,1
11-Agodo EgbeINJ-T1-Kudaki-OWOLABI,2
11-Agodo EgbeINJ-T1-Kudaki-PROPHET ADEBAYO,1
11-Agodo EgbeINJ-T1-Kudaki-YUSUF BISHI,1
11-AjaoINJ-T1-Airport Road-ADEKUNLE AKALA,1
11-AjaoINJ-T1-Airport Road-AJIBADE OKE,1
11-AjaoINJ-T1-Airport Road-CHURCH,2
11-AjaoINJ-T1-Airport Road-DAVE ANAZODO,1
11-AjaoINJ-T1-Airport Road-FATAI IRAWO 1,1
11-AjaoINJ-T1-Airport Road-FATAI IRAWO 2,1
11-AjaoINJ-T1-Airport Road-GOGO HASSAN,1
11-AjaoINJ-T1-Airport Road-HOUSE 18 KARAA STREET,1
11-AjaoINJ-T1-Airport Road-IKE GOD,1
11-AjaoINJ-T1-Airport Road-JOY AVENUE 1,1
11-AjaoINJ-T1-Airport Road-LATEEF SALAMI,1
11-AjaoINJ-T1-Airport Road-OLAKUNLE SELESI,1
11-AjaoINJ-T1-Airport Road-SANNI ADELE,1
11-AjaoINJ-T1-Airport Road-UPAKA J N,1
11-AjaoINJ-T1-Domino-111 & 112 GANI WILLIAMS STR,1
11-AjaoINJ-T1-Domino-ADEYEMO,2
11-AjaoINJ-T1-Domino-ALAO,1
11-AjaoINJ-T1-Domino-AWONIYI ELEMO,2
11-AjaoINJ-T1-Domino-FORUM,1
11-AjaoINJ-T1-Domino-IBIYEMI,2
11-AjaoINJ-T1-Domino-JOY AVENUE 2,1
11-AjaoINJ-T1-Domino-OLABODE,1
11-AjaoINJ-T1-Domino-OLUDEGUN,1
11-AjaoINJ-T1-Domino-ONUBOGU MIKE ENGR,1
11-AjaoINJ-T1-Domino-SERIKI ABASS,1
11-AjaoINJ-T1-Domino-WULEMOTU,1
11-AjaoINJ-T2-New Estate-BARRACKS,1
11-AjaoINJ-T2-New Estate-EWEJE CDA,1
11-AjaoINJ-T2-New Estate-MAKINDE 1,1
11-AjaoINJ-T2-New Estate-NEW ESTATE,1
11-AjaoINJ-T2-New Estate-OLA ORE,1
11-AjaoINJ-T2-New Estate-OLAYINKA,1
11-AjaoINJ-T2-New Estate-SHOMOLU,1
11-AjaoINJ-T2-Run View-ADEWUMI,1
11-AjaoINJ-T2-Run View-ALHAJI BASHIRU,1
11-AjaoINJ-T2-Run View-AWKA ETITI,1
11-AjaoINJ-T2-Run View-LANRE EGBAGUNA,1
11-AjaoINJ-T2-Run View-LEKAN OGUNYEMI,1
11-AjaoINJ-T2-Run View-OLUTOSIN,1
11-AjaoINJ-T2-Run View-PRINCE OJURU,1
11-AjaoINJ-T2-Run View-RUN VIEW 2,1
11-AjaoINJ-T2-Sholanke-ABOSEDE,1
11-AjaoINJ-T2-Sholanke-ADEWALE,1
11-AjaoINJ-T2-Sholanke-ADEWUMI,1
11-AjaoINJ-T2-Sholanke-AHANOR,1
11-AjaoINJ-T2-Sholanke-AJIBADE BABATOLA,1
11-AjaoINJ-T2-Sholanke-ALHAJI BASHIRU,1
11-AjaoINJ-T2-Sholanke-AWKA ETITI,1
11-AjaoINJ-T2-Sholanke-AYO KOMOLAFE,1
11-AjaoINJ-T2-Sholanke-BENSON ANORUE,1
11-AjaoINJ-T2-Sholanke-CHARLES ISIBOR,1
11-AjaoINJ-T2-Sholanke-DON LINUS,1
11-AjaoINJ-T2-Sholanke-LANRE EGBAGUNA,1
11-AjaoINJ-T2-Sholanke-LEKAN OGUNYEMI,1
11-AjaoINJ-T2-Sholanke-MIKE DIM,1
11-AjaoINJ-T2-Sholanke-NDUKA OSADEBEY,1
11-AjaoINJ-T2-Sholanke-OKPOFE,1
11-AjaoINJ-T2-Sholanke-OLA ADESHILE,1
11-AjaoINJ-T2-Sholanke-OLUTOSIN,1
11-AjaoINJ-T2-Sholanke-PRINCE OJURU,1
11-AjaoINJ-T2-Sholanke-REV EZEKIEL,1
11-AjaoINJ-T2-Sholanke-RUN VIEW 1,1
11-AjaoINJ-T2-Sholanke-Run View 2,1
11-AjaoINJ-T2-Sholanke-STELLA SHOLANKE,1
11-AjaoINJ-T2-Sholanke-UGO NNABBUIFE,1
11-AjaoINJ-T2-Sholanke-VINCENT EZEH,1
11-AjegunleINJ-T1-Thomas Olaniyan-BEACHWAY,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 244A/244B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 25,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 30,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 33,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 35,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 36,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 37,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 38,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 40,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 515A/515B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 518A/518B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 520A/520B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 522A/522B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 523A/523B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 525A/525B,1
11-AjegunleINJ-T1-Thomas Olaniyan-HVDS POLE 527A/527B,1
11-AjegunleINJ-T1-Thomas Olaniyan-OJOMO 3,1
11-AjegunleINJ-T1-Thomas Olaniyan-OLAKUNLE CSP 72,1
11-AjegunleINJ-T1-Thomas Olaniyan-OLAKUNLE CSP 74,1
11-AjegunleINJ-T1-Thomas Olaniyan-OLAKUNLE CSP 80,1
11-AjegunleINJ-T1-Thomas Olaniyan-OLAKUNLE CSP 82,1
11-AjegunleINJ-T1-Thomas Olaniyan-OLAKUNLE CSP 88,1
11-AjegunleINJ-T1-Thomas Olaniyan-OLAKUNLE CSP 89,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 188,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 200,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 348,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 350,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 352,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 354,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 356,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 358,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 367,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 369,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 370,1
11-AjegunleINJ-T1-Thomas Olaniyan-OWULADE CSP 371,1
11-AkokaINJ-T3-Akoka-AFOLABI BROWN I,1
11-AkokaINJ-T3-Akoka-AFOLABI BROWN II,1
11-AkokaINJ-T3-Akoka-COMMUNITY I,1
11-AkokaINJ-T3-Akoka-COMMUNITY II,1
11-AkokaINJ-T3-Akoka-COMMUNITY III,1
11-AkokaINJ-T3-Akoka-EMILY AKINOLA I,1
11-AkokaINJ-T3-Akoka-EMILY AKINOLA II,2
11-AkokaINJ-T3-Akoka-OASIS,1
11-AkokaINJ-T3-Akoka-OBAYAN,1
11-AkokaINJ-T3-Akoka-OSHINFOLARIN,1
11-AkokaINJ-T3-Akoka-TUNDE BELLO,1
11-AkokaINJ-T3-Community-ADETAYO-OSHO,1
11-AkokaINJ-T3-Community-AJAYI BEMBE,1
11-AkokaINJ-T3-Community-AKINSOLA,1
11-AkokaINJ-T3-Community-AMUSA,1
11-AkokaINJ-T3-Community-AYINKE,1
11-AkokaINJ-T3-Community-AYODELE,1
11-AkokaINJ-T3-Community-AYODELE 2,1
11-AkokaINJ-T3-Community-BAMGBOPA,1
11-AkokaINJ-T3-Community-DAVIES,1
11-AkokaINJ-T3-Community-ELETU ODIBO I,1
11-AkokaINJ-T3-Community-ELETU ODIBO II,1
11-AkokaINJ-T3-Community-ELETU ODIBO III,1
11-AkokaINJ-T3-Community-IBUKUNOLU,1
11-AkokaINJ-T3-Community-KAJERO,1
11-AkokaINJ-T3-Community-KAYODE I,1
11-AkokaINJ-T3-Community-KAYODE II,1
11-AkokaINJ-T3-Community-KAYODE III,1
11-AkokaINJ-T3-Community-MODUPE,1
11-AkokaINJ-T3-Community-OJO,1
11-AkokaINJ-T3-Community-OKONKWO PRIVATE,1
11-AkokaINJ-T3-Community-OLUWOLE I,1
11-AkokaINJ-T3-Community-OLUWOLE II,1
11-AkokaINJ-T3-Community-SHOLANKE,1
11-Akute INJ-T1-Ishashi-FASHAKIN,1
11-Akute INJ-T1-Oyeyemi-OJERINDE,1
11-AkuteINJ-T1-Majente-IJOKO,1
11-AkuteINJ-T1-Majente-MAJENTE,1
11-AkuteINJ-T1-Oyeyemi-RIVER BANK,1
11-AlajaINJ-T1-Fadayomi-OLORUNJUBE CDA,3
11-AlajaINJ-T1-Koloba-IJAN II,1
11-AlajaINJ-T1-Koloba-ISHEFUN,1
11-AlajaINJ-T1-Koloba-LALA II,1
11-AlapereINJ-T1-Agboyi-ADISA BALOGUN,1
11-AlapereINJ-T1-Agboyi-AGBOYI ESTATE,1
11-AlapereINJ-T1-Agboyi-AGBOYI ODO I,1
11-AlapereINJ-T1-Agboyi-AGBOYI ODO II,1
11-AlapereINJ-T1-Agboyi-AINA OBEY,1
11-AlapereINJ-T1-Agboyi-AKINYEMI-IGBOHO,1
11-AlapereINJ-T1-Agboyi-ALAPERE III,1
11-AlapereINJ-T1-Agboyi-AROBIEKE,1
11-AlapereINJ-T1-Agboyi-EMMANUEL,1
11-AlapereINJ-T1-Agboyi-IBEFUN I,1
11-AlapereINJ-T1-Agboyi-IBEFUN II,1
11-AlapereINJ-T1-Agboyi-NIPP EMMANUEL 01,1
11-AlapereINJ-T1-Agboyi-OJA OMO,1
11-AlapereINJ-T1-Agboyi-TINUBU,1
11-AlapereINJ-T1-Araba-ALAPERE II,1
11-AlapereINJ-T1-Araba-ANUOLUWAPO,1
11-AlapereINJ-T1-Araba-ARABA,1
11-AlapereINJ-T1-Araba-BAKARE,1
11-AlapereINJ-T1-Araba-BALOGUN ILAWE,1
11-AlapereINJ-T1-Araba-DOYIN OMOLOLU,1
11-AlapereINJ-T1-Araba-IJA OTUN,1
11-AlapereINJ-T1-Araba-KASALI,1
11-AlapereINJ-T1-Araba-KAZEEM,1
11-AlapereINJ-T1-Araba-LAWAL,1
11-AlapereINJ-T1-Araba-NIPP BAlOGUN ILAWE 08,1
11-AlapereINJ-T1-Araba-ORIOLA I,1
11-AlapereINJ-T1-Araba-ORIOLA III,1
11-AlapereINJ-T1-Bakare-LSDPC 3,1
11-AlapereINJ-T1-Bakare-LSDPC I,1
11-AlapereINJ-T1-Bakare-OYESIKU,1
11-AlasiaINJ-T1-Alasia-ABERUAGBA,1
11-AlasiaINJ-T1-Alasia-ADEWUNMI OGUNEFON,1
11-AlasiaINJ-T1-Alasia-AJISEGIRI,1
11-AlasiaINJ-T1-Alasia-BELLO OWOSHO 1,1
11-AlasiaINJ-T1-Alasia-BELLO OWOSHO 2,1
11-AlasiaINJ-T1-Alasia-DIST STORE,1
11-AlasiaINJ-T1-Alasia-DUMEZ,1
11-AlasiaINJ-T1-Alasia-FABUKADE,1
11-AlasiaINJ-T1-Alasia-JACOB TAIWO,1
11-AlasiaINJ-T1-Alasia-JIMMY THOMAS,1
11-AlasiaINJ-T1-Alasia-MAJEKODUNMI,1
11-AlasiaINJ-T1-Alasia-MINIMAH 1,1
11-AlasiaINJ-T1-Alasia-MINIMAH 2,1
11-AlasiaINJ-T1-Alasia-MOYOSORE-PRIORITY INVESTMENT,1
11-AlasiaINJ-T1-Alasia-OLORI,1
11-AlasiaINJ-T1-Alasia-ONIKEUNLA,1
11-AlasiaINJ-T1-Alasia-OYEGUNWA,1
11-AlasiaINJ-T1-Alasia-SAKA,1
11-AlasiaINJ-T1-Alasia-SHOPEJU,1
11-AlasiaINJ-T1-COUNCIL-DAUDU,1
11-AlasiaINJ-T1-COUNCIL-OLOWOOKERE,1
11-AlasiaINJ-T1-Council-59 & 60 ADUKE THOMAS,1
11-AlasiaINJ-T1-Council-61 & 62 ADUKE THOMAS,1
11-AlasiaINJ-T1-Council-64 & 65-OSHO STR,1
11-AlasiaINJ-T1-Council-ABDUL RASAKI,1
11-AlasiaINJ-T1-Council-ADEOGUN,1
11-AlasiaINJ-T1-Council-ADEYEMI 1,1
11-AlasiaINJ-T1-Council-AKINOSHO,1
11-AlasiaINJ-T1-Council-AYENI,1
11-AlasiaINJ-T1-Council-AYOOLA AWE,1
11-AlasiaINJ-T1-Council-BABA ODE,1
11-AlasiaINJ-T1-Council-DEJI ADEOYE,1
11-AlasiaINJ-T1-Council-ELIASAU,1
11-AlasiaINJ-T1-Council-FOLORUNSHO,1
11-AlasiaINJ-T1-Council-HASSAN,1
11-AlasiaINJ-T1-Council-ISHOLA DANIEL,1
11-AlasiaINJ-T1-Council-JUNAID,1
11-AlasiaINJ-T1-Council-OGUNOLOKO 2,1
11-AlasiaINJ-T1-Council-RAJI ABAYOMI,1
11-AlasiaINJ-T1-Council-SADIKU,2
11-AlasiaINJ-T1-Council-YUSUF,1
11-AlasiaINJ-T1-Owoseni-ADEKUNLE,1
11-AlasiaINJ-T1-Owoseni-ADEYEMI 2,2
11-AlasiaINJ-T1-Owoseni-ALIMI OKE,1
11-AlasiaINJ-T1-Owoseni-AROWOJOBE 1,2
11-AlasiaINJ-T1-Owoseni-AROWOJOBE 2,2
11-AlasiaINJ-T1-Owoseni-Alhaja Yemisi,1
11-AlasiaINJ-T1-Owoseni-BALOGUN 1,1
11-AlasiaINJ-T1-Owoseni-BALOGUN 2,1
11-AlasiaINJ-T1-Owoseni-DIRAN ALAKE,1
11-AlasiaINJ-T1-Owoseni-EDUN,1
11-AlasiaINJ-T1-Owoseni-ENIALONBINU,1
11-AlasiaINJ-T1-Owoseni-ISOLO LOCAL GOVT,1
11-AlasiaINJ-T1-Owoseni-OLATUNJI,1
11-AlasiaINJ-T1-Owoseni-OROBIYI,1
11-AlasiaINJ-T1-Owoseni-OSHODI-ISOLO LOCAL GOVT,1
11-AlasiaINJ-T1-Owoseni-OWOSENI,1
11-AlimoshoINJ-T4-Akowonjo-AKOWONJO VILLAGE,1
11-AlimoshoINJ-T4-Akowonjo-BAALE,1
11-AlimoshoINJ-T4-Akowonjo-BAMISHILE,1
11-AlimoshoINJ-T4-Akowonjo-CHURCH,1
11-AlimoshoINJ-T4-Akowonjo-FAKOYA,1
11-AlimoshoINJ-T4-Akowonjo-FATAI,1
11-AlimoshoINJ-T4-Akowonjo-GOD'S LOVE 1,1
11-AlimoshoINJ-T4-Akowonjo-GOD'S LOVE 2,1
11-AlimoshoINJ-T4-Akowonjo-GREENLAND,1
11-AlimoshoINJ-T4-Akowonjo-MINI ESTATE,1
11-AlimoshoINJ-T4-Akowonjo-OGUNLANA,1
11-AlimoshoINJ-T4-Akowonjo-OLATIPO,2
11-AlimoshoINJ-T4-Akowonjo-OREMEJI,1
11-AlimoshoINJ-T4-Akowonjo-RASAKI ADEMUYIWA,1
11-AlimoshoINJ-T4-Akowonjo-SHOETAN,1
11-AlimoshoINJ-T4-Akowonjo-VICTORIA,1
11-AlimoshoINJ-T4-Akowonjo-ZONE 5 AVENUE CDA,1
11-AlimoshoINJ-T4-FHA-4T6,1
11-AlimoshoINJ-T4-FHA-5TH AVENUE,1
11-AlimoshoINJ-T4-FHA-AWARI,1
11-AlimoshoINJ-T4-FHA-AYOOLA,1
11-AlimoshoINJ-T4-FHA-AYOOLA 2,1
11-AlimoshoINJ-T4-FHA-DBS,1
11-AlimoshoINJ-T4-FHA-EKINMOGUN,1
11-AlimoshoINJ-T4-FHA-FEDERAL HOUSING,1
11-AlimoshoINJ-T4-FHA-GEMADE,1
11-AlimoshoINJ-T4-FHA-GEMADE ESTATE II,1
11-AlimoshoINJ-T4-FHA-OLUFEMI AMURE,1
11-AlimoshoINJ-T4-FHA-WATER,1
11-AlimoshoINJ-T4-Oki-ABAYOMI 1,1
11-AlimoshoINJ-T6-Orelope-ADENRELE,1
11-AlimoshoINJ-T6-Orelope-ADEWOLE,1
11-AlimoshoINJ-T6-Orelope-ADEWOLE II,1
11-AlimoshoINJ-T6-Orelope-ADIGUN KAREEM BOLAJI,1
11-AlimoshoINJ-T6-Orelope-ALHAJA KUDIRAT ABIOLA,1
11-AlimoshoINJ-T6-Orelope-BABS SARUNMI,1
11-AlimoshoINJ-T6-Orelope-DAYO OLOWO,1
11-AlimoshoINJ-T6-Orelope-DOTUN ADEWALE,1
11-AlimoshoINJ-T6-Orelope-EGBEDA 1,1
11-AlimoshoINJ-T6-Orelope-EGBEDA 2,1
11-AlimoshoINJ-T6-Orelope-EGBEDA III,1
11-AlimoshoINJ-T6-Orelope-GBENLE,1
11-AlimoshoINJ-T6-Orelope-KARIMU LAKA,1
11-AlimoshoINJ-T6-Orelope-OJOLOWO OJUKO,1
11-AlimoshoINJ-T6-Orelope-OKE ANU,1
11-AlimoshoINJ-T6-Orelope-OLALEKAN,1
11-AlimoshoINJ-T6-Orelope-OLOWO OPEJO,1
11-AlimoshoINJ-T6-Orelope-OLUGBEDE,1
11-AlimoshoINJ-T6-Orelope-ORELOPE,1
11-AlimoshoINJ-T6-Orelope-POJU OLADIMEJI,1
11-AlimoshoINJ-T6-Orelope-ROSCO,1
11-AlimoshoINJ-T6-Orelope-SAWMILL(PAKO),1
11-AlimoshoINJ-T6-Orelope-TIWATAYO,1
11-AlimoshoINJ-T6-Orelope-WINFO,1
